# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 23 20:23:55 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid,plntranreflink,facility,instrument
331,GJ 3470 b,1.56600,,,,0.07515,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
332,GJ 3470 b,1.57100,,,,0.08324,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
333,GJ 3470 b,1.57500,,,,0.08242,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
334,GJ 3470 b,1.58000,,,,0.07739,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
335,GJ 3470 b,1.58500,,,,0.07902,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
336,GJ 3470 b,1.58900,,,,0.07823,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
337,GJ 3470 b,1.59400,,,,0.07863,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
338,GJ 3470 b,1.59900,,,,0.08002,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
339,GJ 3470 b,1.60300,,,,0.07578,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
340,GJ 3470 b,1.60800,,,,0.07894,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
341,GJ 3470 b,1.61300,,,,0.08069,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
342,GJ 3470 b,1.61700,,,,0.08044,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
343,GJ 3470 b,1.62200,,,,0.07980,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
344,GJ 3470 b,1.62700,,,,0.08002,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
345,GJ 3470 b,1.63100,,,,0.07912,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
346,GJ 3470 b,1.63600,,,,0.07878,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
347,GJ 3470 b,1.64000,,,,0.08008,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
348,GJ 3470 b,1.64500,,,,0.07879,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A..89E target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
349,GJ 3470 b,1.21500,,,,0.07536,2456247.299540,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...770...95F target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,ISLE
350,GJ 3470 b,0.78860,,,,0.07970,2456247.299540,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...770...95F target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,
351,GJ 3470 b,0.64690,,,,0.07700,2456247.299540,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...770...95F target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,
352,GJ 3470 b,0.48580,,,,0.08000,2456247.299540,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...770...95F target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,
353,GJ 3470 b,2.11000,0.04000,,,0.07750,2456390.775800,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
354,GJ 3470 b,2.15000,0.04000,,,0.08000,2456390.775800,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
355,GJ 3470 b,2.19000,0.04000,,,0.08070,2456390.775800,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
356,GJ 3470 b,2.23500,0.05000,,,0.07850,2456390.775800,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
357,GJ 3470 b,2.28500,0.05000,,,0.07930,2456390.775800,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
358,GJ 3470 b,2.33500,0.05000,,,0.07670,2456390.775800,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
359,GJ 3470 b,0.96350,,,,0.07484,2456340.725590,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..32N target=ref>Nascimbeni et al. 2013</a>,Large Binocular Telescope Observatory,LBC
360,GJ 3470 b,0.35750,,,,0.08210,2456340.725590,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..32N target=ref>Nascimbeni et al. 2013</a>,Large Binocular Telescope Observatory,LBC
361,WASP-19 b,0.48580,,,,0.14206,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
362,WASP-19 b,0.62900,,,,0.14372,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
363,WASP-19 b,0.77060,,,,0.14386,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
364,WASP-19 b,0.92220,,,,0.14207,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
365,WASP-19 b,0.64690,,,,0.14028,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Danish 1.54m telescope at European Southern Observatory,DFOSC imager
366,WASP-19 b,0.64690,,,,0.14722,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,0.3-m Perth Exoplanet Survey Telescope,
367,GJ 1214 b,2.14000,,,,0.11730,2455783.594150,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...565A...7C target=ref>C&aacute;ceres et al. 2014</a>,The Southern Astrophysical Research Telescope,OSIRIS
368,GJ 1214 b,0.86650,,,,0.11735,2455315.794750,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...565A...7C target=ref>C&aacute;ceres et al. 2014</a>,The Southern Astrophysical Research Telescope,SOI
369,WASP-12 b,0.72800,0.01500,1.409000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
370,WASP-12 b,0.74300,0.01500,1.441000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
371,WASP-12 b,0.75700,0.01500,1.423000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
372,WASP-12 b,0.77500,0.01500,1.417000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
373,WASP-12 b,0.79000,0.01500,1.425000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
374,WASP-12 b,0.80600,0.01500,1.441000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
375,WASP-12 b,0.82400,0.01500,1.434000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
376,WASP-12 b,0.84000,0.01500,1.411000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
377,WASP-12 b,0.85400,0.01500,1.412000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
378,WASP-12 b,0.87300,0.01500,1.418000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
379,WASP-12 b,0.88700,0.01500,1.403000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
380,WASP-12 b,0.90300,0.01500,1.404000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
381,WASP-12 b,0.92300,0.01500,1.437000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
382,WASP-12 b,0.93800,0.01500,1.429000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
383,WASP-12 b,0.95200,0.01500,1.422000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
384,WASP-12 b,0.97000,0.01500,1.476000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
385,WASP-12 b,0.98500,0.01500,1.454000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
386,WASP-12 b,1.00000,0.01500,1.424000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
387,WASP-12 b,1.12500,0.05000,1.414000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
388,WASP-12 b,1.17500,0.05000,1.378000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
389,WASP-12 b,1.22500,0.05000,1.387000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
390,WASP-12 b,1.27500,0.05000,1.361000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
391,WASP-12 b,1.32500,0.05000,1.366000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
392,WASP-12 b,1.37500,0.05000,1.388000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
393,WASP-12 b,1.42500,0.05000,1.379000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
394,WASP-12 b,1.47500,0.05000,1.395000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
395,WASP-12 b,1.52500,0.05000,1.397000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
396,WASP-12 b,1.57500,0.05000,1.359000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
397,WASP-12 b,1.62500,0.05000,1.373000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
398,WASP-12 b,3.60000,,1.341000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
399,WASP-12 b,4.50000,,1.306000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
400,WASP-12 b,1.14500,,1.413100,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
401,WASP-12 b,1.17200,,1.421100,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
402,WASP-12 b,1.19900,,1.430200,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
403,WASP-12 b,1.22600,,1.441700,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
404,WASP-12 b,1.25300,,1.437600,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
405,WASP-12 b,1.28100,,1.410300,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
406,WASP-12 b,1.30800,,1.414300,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
407,WASP-12 b,1.33500,,1.438700,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
408,WASP-12 b,1.36200,,1.433800,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
409,WASP-12 b,1.38900,,1.441900,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
410,WASP-12 b,1.41600,,1.441400,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
411,WASP-12 b,1.44300,,1.432200,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
412,WASP-12 b,1.47100,,1.450500,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
413,WASP-12 b,1.49800,,1.471900,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
414,WASP-12 b,1.52400,,1.464500,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
415,WASP-12 b,1.55200,,1.470700,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
416,WASP-12 b,1.57900,,1.417000,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
417,WASP-12 b,1.60600,,1.426400,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
418,WASP-12 b,1.63300,,1.407300,,,2455663.699736,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
419,WASP-17 b,1.12800,,1.508700,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
420,WASP-17 b,1.15600,,1.486700,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
421,WASP-17 b,1.18400,,1.504400,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
422,WASP-17 b,1.21200,,1.495700,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
423,WASP-17 b,1.24000,,1.499800,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
424,WASP-17 b,1.26800,,1.516600,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
425,WASP-17 b,1.29600,,1.482200,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
426,WASP-17 b,1.32500,,1.536200,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
427,WASP-17 b,1.35300,,1.554500,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
428,WASP-17 b,1.38100,,1.568600,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
429,WASP-17 b,1.40900,,1.505000,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
430,WASP-17 b,1.43700,,1.557800,,,2455750.794793,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
