# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 23 20:23:55 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid,plntranreflink,facility,instrument
1755,WASP-17 b,0.73500,0.01000,,,0.12250,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1756,WASP-17 b,0.74000,0.01000,,,0.12220,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1757,WASP-17 b,0.74500,0.01000,,,0.12330,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1758,WASP-17 b,0.75000,0.01000,,,0.12400,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1759,WASP-17 b,0.77000,0.01000,,,0.12440,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1760,WASP-17 b,0.77500,0.01000,,,0.12310,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1761,WASP-17 b,0.78000,0.01000,,,0.12250,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1762,WASP-17 b,0.78500,0.01000,,,0.12220,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1763,WASP-17 b,0.79000,0.01000,,,0.12270,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1764,WASP-17 b,0.79500,0.01000,,,0.12450,2457192.697980,<a href=http://adsabs.harvard.edu/abs/2016arXiv160903906S target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
1765,WASP-39 b,0.33000,0.08000,,,0.14429,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1766,WASP-39 b,0.38000,0.03000,,,0.14408,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1767,WASP-39 b,0.40000,0.02000,,,0.14467,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1768,WASP-39 b,0.42000,0.01000,,,0.14500,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1769,WASP-39 b,0.43000,0.01000,,,0.14653,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1770,WASP-39 b,0.45000,0.01000,,,0.14491,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1771,WASP-39 b,0.46000,0.01000,,,0.14396,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1772,WASP-39 b,0.47000,0.01000,,,0.14376,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1773,WASP-39 b,0.47000,0.01000,,,0.14447,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1774,WASP-39 b,0.48000,0.01000,,,0.14461,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1775,WASP-39 b,0.49000,0.01000,,,0.14381,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1776,WASP-39 b,0.51000,0.01000,,,0.14301,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1777,WASP-39 b,0.52000,0.01000,,,0.14361,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1778,WASP-39 b,0.53000,0.01000,,,0.14541,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1779,WASP-39 b,0.54000,0.01000,,,0.14330,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1780,WASP-39 b,0.55000,0.01000,,,0.14309,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1781,WASP-39 b,0.56000,0.01000,,,0.14437,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1782,WASP-39 b,0.56000,0.01000,,,0.14558,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1783,WASP-39 b,0.56000,0.01000,,,0.14381,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1784,WASP-39 b,0.58000,0.02000,,,0.14550,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1785,WASP-39 b,0.59000,0.00000,,,0.14890,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1786,WASP-39 b,0.60000,0.01000,,,0.14496,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1787,WASP-39 b,0.62000,0.02000,,,0.14531,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1788,WASP-39 b,0.64000,0.01000,,,0.14491,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1789,WASP-39 b,0.65000,0.01000,,,0.14520,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1790,WASP-39 b,0.67000,0.02000,,,0.14315,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1791,WASP-39 b,0.69000,0.03000,,,0.14301,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1792,WASP-39 b,0.74000,0.06000,,,0.14423,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1793,WASP-39 b,0.77000,0.01000,,,0.14532,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1794,WASP-39 b,0.79000,0.04000,,,0.14604,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1795,WASP-39 b,0.83000,0.04000,,,0.14451,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1796,WASP-39 b,0.88000,0.05000,,,0.14425,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1797,WASP-39 b,0.96000,0.12000,,,0.14179,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1798,WASP-39 b,3.60000,0.76660,,,0.14513,2456401.397330,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1799,WASP-39 b,4.50000,1.04630,,,0.14591,2456575.774650,<a href=http://adsabs.harvard.edu/abs/2016ApJ...827...19F target=ref>Fischer et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1800,GJ 3470 b,0.92220,,,,0.07440,,<a href=http://adsabs.harvard.edu/abs/2016MNRAS.tmp.1255A target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
1801,GJ 3470 b,0.77060,,,,0.07850,,<a href=http://adsabs.harvard.edu/abs/2016MNRAS.tmp.1255A target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
1802,GJ 3470 b,0.64690,,,,0.07650,,<a href=http://adsabs.harvard.edu/abs/2016MNRAS.tmp.1255A target=ref>Awiphan et al. 2016</a>,Multiple Observatories,Multiple Instruments
1803,GJ 3470 b,0.62900,,,,0.07870,,<a href=http://adsabs.harvard.edu/abs/2016MNRAS.tmp.1255A target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
1804,GJ 3470 b,0.48580,,,,0.08320,,<a href=http://adsabs.harvard.edu/abs/2016MNRAS.tmp.1255A target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
1805,HAT-P-32 b,0.35850,,,,0.15204,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Isaac Newton Group's William Herschel Telescope,ULTRACAM
1806,HAT-P-32 b,0.44070,,,,0.15338,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
1807,HAT-P-32 b,0.48580,,,,0.15304,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
1808,HAT-P-32 b,0.55370,,,,0.15223,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
1809,HAT-P-32 b,0.58000,,,,0.15142,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Isaac Newton Group's William Herschel Telescope,ULTRACAM
1810,HAT-P-32 b,0.62900,,,,0.15216,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
1811,HAT-P-32 b,0.64690,,,,0.15071,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
1812,HAT-P-32 b,0.78860,,,,0.15141,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1813,HAT-P-32 b,0.92220,,,,0.15149,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160802346M target=ref>Mallonn et al. 2016</a>,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,KeplerCam
1814,WASP-101 b,1.14250,0.03500,1.173800,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1815,WASP-101 b,1.17750,0.03500,1.181000,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1816,WASP-101 b,1.21250,0.03500,1.171500,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1817,WASP-101 b,1.24750,0.03500,1.187100,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1818,WASP-101 b,1.28250,0.03500,1.185000,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1819,WASP-101 b,1.31750,0.03500,1.180000,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1820,WASP-101 b,1.35250,0.03500,1.178600,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1821,WASP-101 b,1.38750,0.03500,1.180400,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1822,WASP-101 b,1.42250,0.03500,1.199700,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1823,WASP-101 b,1.45750,0.03500,1.165500,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1824,WASP-101 b,1.49250,0.03500,1.193600,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1825,WASP-101 b,1.52750,0.03500,1.185700,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1826,WASP-101 b,1.56250,0.03500,1.157900,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1827,WASP-101 b,1.59750,0.03500,1.167100,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1828,WASP-101 b,1.63250,0.03500,1.170800,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170100843W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1829,HAT-P-19 b,0.66170,0.19990,,,0.13900,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1830,HAT-P-19 b,0.57170,0.01990,,,0.14120,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1831,HAT-P-19 b,0.59170,0.01990,,,0.13820,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1832,HAT-P-19 b,0.61160,0.01990,,,0.13900,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1833,HAT-P-19 b,0.63160,0.01990,,,0.13920,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1834,HAT-P-19 b,0.65170,0.01990,,,0.13920,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1835,HAT-P-19 b,0.67160,0.01990,,,0.13830,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1836,HAT-P-19 b,0.69160,0.01990,,,0.13880,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1837,HAT-P-19 b,0.71170,0.01990,,,0.13920,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1838,HAT-P-19 b,0.73160,0.01990,,,0.14070,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1839,HAT-P-19 b,0.75160,0.01990,,,0.14120,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1840,HAT-P-19 b,0.56410,0.00490,,,0.14220,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1841,HAT-P-19 b,0.56910,0.00490,,,0.14230,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1842,HAT-P-19 b,0.57420,0.00490,,,0.14080,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1843,HAT-P-19 b,0.57920,0.00490,,,0.13800,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1844,HAT-P-19 b,0.58420,0.00490,,,0.13580,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1845,HAT-P-19 b,0.58920,0.00490,,,0.13940,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1846,HAT-P-19 b,0.59420,0.00490,,,0.13590,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1847,HAT-P-19 b,0.59920,0.00490,,,0.13790,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1848,HAT-P-19 b,0.60410,0.00490,,,0.13770,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1849,HAT-P-19 b,0.60910,0.00490,,,0.13450,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1850,HAT-P-19 b,0.61410,0.00490,,,0.14140,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1851,HAT-P-19 b,0.61910,0.00490,,,0.13890,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1852,HAT-P-19 b,0.62410,0.00490,,,0.13970,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1853,HAT-P-19 b,0.62910,0.00490,,,0.13840,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1854,HAT-P-19 b,0.63420,0.00490,,,0.13780,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1855,HAT-P-19 b,0.63920,0.00490,,,0.13930,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1856,HAT-P-19 b,0.64420,0.00490,,,0.14010,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1857,HAT-P-19 b,0.64920,0.00490,,,0.13810,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1858,HAT-P-19 b,0.65420,0.00490,,,0.14020,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1859,HAT-P-19 b,0.65920,0.00490,,,0.13790,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1860,HAT-P-19 b,0.66410,0.00490,,,0.13910,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1861,HAT-P-19 b,0.66910,0.00490,,,0.13640,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1862,HAT-P-19 b,0.67410,0.00490,,,0.13860,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1863,HAT-P-19 b,0.67910,0.00490,,,0.13830,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1864,HAT-P-19 b,0.68410,0.00490,,,0.13940,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1865,HAT-P-19 b,0.68910,0.00490,,,0.13900,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1866,HAT-P-19 b,0.69410,0.00490,,,0.13750,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1867,HAT-P-19 b,0.69920,0.00490,,,0.13910,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1868,HAT-P-19 b,0.70420,0.00490,,,0.13690,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1869,HAT-P-19 b,0.70920,0.00490,,,0.13920,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1870,HAT-P-19 b,0.71420,0.00490,,,0.13930,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1871,HAT-P-19 b,0.71920,0.00490,,,0.13850,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1872,HAT-P-19 b,0.72420,0.00490,,,0.14040,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1873,HAT-P-19 b,0.72910,0.00490,,,0.14180,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1874,HAT-P-19 b,0.73410,0.00490,,,0.14030,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1875,HAT-P-19 b,0.73910,0.00490,,,0.13820,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1876,HAT-P-19 b,0.74410,0.00490,,,0.14060,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1877,HAT-P-19 b,0.74910,0.00490,,,0.13990,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1878,HAT-P-19 b,0.75410,0.00490,,,0.13940,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1879,HAT-P-19 b,0.75920,0.00490,,,0.14320,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1880,HAT-P-19 b,0.76420,0.00490,,,0.13940,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1881,HAT-P-19 b,0.57670,0.01990,,,0.13950,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1882,HAT-P-19 b,0.58920,0.00490,,,0.13940,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1883,HAT-P-19 b,0.62160,0.05990,,,0.13860,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
